Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Guyana,Prevalence of low birth weight among new-borns,Total,2011,15.8,Units,%,Modelled,Free,12.480332,19.839676,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Guyana,Prevalence of low birth weight among new-borns,Total,2012,15.8,Units,%,Modelled,Free,12.375749,19.945047,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Guyana,Prevalence of low birth weight among new-borns,Total,2013,15.7,Units,%,Modelled,Free,12.128371,20.286407,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Guyana,Prevalence of low birth weight among new-borns,Total,2014,15.7,Units,%,Modelled,Free,12.202544,20.447758,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Guyana,Prevalence of low birth weight among new-borns,Total,2015,15.6,Units,%,Modelled,Free,12.182158,19.563015,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2000,11.9,Units,%,Modelled,Free,9.0897369,14.919654,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2001,11.8,Units,%,Modelled,Free,9.361228,14.775155,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2002,11.7,Units,%,Modelled,Free,9.1400843,14.880284,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2003,11.7,Units,%,Modelled,Free,8.9781818,14.718328,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2004,11.6,Units,%,Modelled,Free,9.1926413,14.983797,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2005,11.5,Units,%,Modelled,Free,9.0884581,14.697676,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2006,11.4,Units,%,Modelled,Free,8.834836,14.279516,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2007,11.4,Units,%,Modelled,Free,8.9821491,14.299986,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2008,11.3,Units,%,Modelled,Free,8.9486008,14.140114,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2009,11.2,Units,%,Modelled,Free,8.7084303,14.163659,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2010,11.2,Units,%,Modelled,Free,8.6709061,14.168856,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2011,11.1,Units,%,Modelled,Free,8.5389309,14.128479,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2012,11,Units,%,Modelled,Free,8.580802,13.871497,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2013,11,Units,%,Modelled,Free,8.6976891,14.018464,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2014,10.9,Units,%,Modelled,Free,8.620348,13.884846,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Honduras,Prevalence of low birth weight among new-borns,Total,2015,10.9,Units,%,Modelled,Free,8.5618,13.825947,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2000,5.4,Units,%,Modelled,Free,4.8551154,6.0367675,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2001,5.4,Units,%,Modelled,Free,5.0052891,5.7708845,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2002,5.3,Units,%,Modelled,Free,5.0421057,5.5973349,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2003,5.2,Units,%,Modelled,Free,4.9938335,5.4950104,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2004,5.2,Units,%,Modelled,Free,4.9152265,5.416328,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2005,5.1,Units,%,Modelled,Free,4.8412776,5.3334432,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2006,5,Units,%,Modelled,Free,4.7805619,5.2449479,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2007,4.9,Units,%,Modelled,Free,4.7291036,5.1619868,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2008,4.9,Units,%,Modelled,Free,4.6799035,5.0987172,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2009,4.8,Units,%,Modelled,Free,4.6322317,5.0630035,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2010,4.8,Units,%,Modelled,Free,4.5968151,5.0513182,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2011,4.8,Units,%,Modelled,Free,4.5909524,5.0534968,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2012,4.8,Units,%,Modelled,Free,4.6318302,5.0595427,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2013,4.9,Units,%,Modelled,Free,4.731904,5.0641451,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2014,5,Units,%,Modelled,Free,4.8759918,5.0896254,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Croatia,Prevalence of low birth weight among new-borns,Total,2015,5.1,Units,%,Modelled,Free,4.9230399,5.2842307,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2000,8.6,Units,%,Modelled,Free,8.3031139,8.8548431,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2001,8.5,Units,%,Modelled,Free,8.3093376,8.6695709,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2002,8.4,Units,%,Modelled,Free,8.2691994,8.5732079,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2003,8.4,Units,%,Modelled,Free,8.2179003,8.5274668,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2004,8.3,Units,%,Modelled,Free,8.1870708,8.4976444,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2005,8.3,Units,%,Modelled,Free,8.1842508,8.4730883,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2006,8.3,Units,%,Modelled,Free,8.2051487,8.4550037,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2007,8.3,Units,%,Modelled,Free,8.2404585,8.4496412,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2008,8.4,Units,%,Modelled,Free,8.2789536,8.4651184,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2009,8.4,Units,%,Modelled,Free,8.3148975,8.5040302,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2010,8.5,Units,%,Modelled,Free,8.3535328,8.5581264,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2011,8.5,Units,%,Modelled,Free,8.401516,8.6176071,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2012,8.6,Units,%,Modelled,Free,8.4549179,8.6833687,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2013,8.6,Units,%,Modelled,Free,8.490118,8.7759094,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2014,8.7,Units,%,Modelled,Free,8.4774237,8.9217882,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Hungary,Prevalence of low birth weight among new-borns,Total,2015,8.8,Units,%,Modelled,Free,8.405983,9.1288376,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2000,11.2,Units,%,Modelled,Free,7.8823566,14.581273,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2001,11.1,Units,%,Modelled,Free,7.717485,14.130868,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2002,11,Units,%,Modelled,Free,7.8542089,13.918659,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2003,10.8,Units,%,Modelled,Free,7.6881409,13.945723,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2004,10.7,Units,%,Modelled,Free,7.618721,13.857214,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2005,10.7,Units,%,Modelled,Free,7.5119414,13.78496,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2006,10.6,Units,%,Modelled,Free,7.5842366,13.341099,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2007,10.5,Units,%,Modelled,Free,7.560575,13.305378,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2008,10.4,Units,%,Modelled,Free,7.7716327,13.394783,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2009,10.4,Units,%,Modelled,Free,7.4794917,13.361176,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2010,10.3,Units,%,Modelled,Free,7.5832605,13.205053,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2011,10.2,Units,%,Modelled,Free,7.4181757,13.562515,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2012,10.2,Units,%,Modelled,Free,7.3593559,12.788345,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2013,10.1,Units,%,Modelled,Free,7.402452,13.160133,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2014,10,Units,%,Modelled,Free,7.3612614,12.877895,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Indonesia,Prevalence of low birth weight among new-borns,Total,2015,10,Units,%,Modelled,Free,7.3897867,12.660321,,hierarchical regression,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2000,4.9,Units,%,Modelled,Free,4.6802859,5.0694556,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2001,4.9,Units,%,Modelled,Free,4.787818,5.0444851,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2002,4.9,Units,%,Modelled,Free,4.8465204,5.0373545,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2003,5,Units,%,Modelled,Free,4.8699169,5.0434132,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2004,5,Units,%,Modelled,Free,4.8753242,5.0542316,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2005,5,Units,%,Modelled,Free,4.8740325,5.0673871,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2006,5,Units,%,Modelled,Free,4.8720374,5.0857692,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2007,5,Units,%,Modelled,Free,4.8749733,5.1126223,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2008,5,Units,%,Modelled,Free,4.8900628,5.1496015,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2009,5.1,Units,%,Modelled,Free,4.9257102,5.197166,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2010,5.1,Units,%,Modelled,Free,4.99051,5.255621,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2011,5.2,Units,%,Modelled,Free,5.0918484,5.3264408,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2012,5.3,Units,%,Modelled,Free,5.2313743,5.4168725,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2013,5.5,Units,%,Modelled,Free,5.3845487,5.5603251,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2014,5.7,Units,%,Modelled,Free,5.5065703,5.8104634,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Ireland,Prevalence of low birth weight among new-borns,Total,2015,5.9,Units,%,Modelled,Free,5.6114717,6.1621509,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Iceland,Prevalence of low birth weight among new-borns,Total,2000,3.5,Units,%,Modelled,Free,2.9559634,3.9494226,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Iceland,Prevalence of low birth weight among new-borns,Total,2001,3.5,Units,%,Modelled,Free,3.1587849,3.8643489,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Iceland,Prevalence of low birth weight among new-borns,Total,2002,3.6,Units,%,Modelled,Free,3.2284691,3.8827794,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
Iceland,Prevalence of low birth weight among new-borns,Total,2003,3.6,Units,%,Modelled,Free,3.2546413,3.9212987,,b-spline,UNICEF-WHO Low birthweight estimates 2019,UNICEF-WHO Low birthweight estimates 2019,https://data.unicef.org/topic/nutrition/low-birthweight/,UNICEF WHO,,,2000-2015,Total
